measure_id,measure_name,location_id,location_name,sex_id,sex,age_group_id,age_group_name,year_id,metric,val,lower,upper
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1990,Years,80.1840552039668,78.068996832919,82.3351558611286
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1991,Years,80.4766661831211,78.5480970479817,82.4929440326148
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1992,Years,79.8559053492788,77.8225603119142,81.8357010696617
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1993,Years,80.1499731224363,77.8957280527054,82.1530670012657
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1994,Years,80.4965526180598,78.5776635936281,82.2761892254981
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1995,Years,80.8013846217277,78.8869371728024,82.6585157365277
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1996,Years,79.9759258962331,78.1108865687585,82.017136104969
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1997,Years,80.9830685833615,79.3829563840926,82.7889523512599
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1998,Years,80.3985980383575,78.6004823828435,82.2623011128004
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,1999,Years,79.6984474914741,77.8081322624489,81.4505474670957
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2000,Years,80.3557141121216,78.5220083781078,82.231903170861
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2001,Years,80.73957470633,78.7720103685684,82.6648736847792
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2002,Years,81.1486319495993,79.2452313193154,82.9691721659542
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2003,Years,80.701924124473,78.6958894176196,82.5867306519018
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2004,Years,81.4908657763989,79.7304285319062,83.3037608147881
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2005,Years,81.4035860287269,79.6349295636603,83.3020048444837
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2006,Years,81.6993142947889,79.8730424144689,83.5639177413568
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2007,Years,81.6610515501676,79.8630803654634,83.5745138084727
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2008,Years,81.8395867883223,79.9922830756326,83.7975391300378
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2009,Years,82.1612486976867,80.2021095807103,84.1328235354623
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2010,Years,81.9477440226228,79.9748135212828,83.9760115449084
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2011,Years,82.4822097144287,80.3873929481038,84.464653718493
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2012,Years,81.6727179023571,79.5673551548739,83.7227237957957
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2013,Years,81.8419156270386,79.8425048205306,83.7267081174448
26,Life expectancy,43944,King County Census Tract 1,2,Female,161,0,2014,Years,82.2294171621226,80.0411104124323,84.2362033035754
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1990,Years,77.7539907941515,76.1930377022389,79.3511954064221
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1991,Years,77.9364776298957,76.4820695646352,79.4843598913834
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1992,Years,77.6131949733234,76.17068272282,79.0104072391499
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1993,Years,77.3299033273269,75.8103856502225,78.7325699066609
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1994,Years,77.7343195859841,76.3416412819133,79.1374672075082
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1995,Years,77.7880514278817,76.4457829685886,79.1467037740354
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1996,Years,77.3091913650294,75.9717670866593,78.6262890839404
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1997,Years,78.3930313409819,77.1482250200581,79.7859388222487
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1998,Years,77.9282187139433,76.6469722419226,79.2285502666581
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,1999,Years,77.4959432941541,76.2516223329351,78.752158427959
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2000,Years,77.9830959609328,76.7412299477802,79.2484699947297
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2001,Years,78.1389290264469,76.7717550031094,79.3578974208957
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2002,Years,78.4905830720459,77.2310191035828,79.7467194945547
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2003,Years,78.2290745683342,76.8932920661788,79.4559574628473
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2004,Years,78.6656282944973,77.3858533634842,79.9161272530324
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2005,Years,78.6105701892447,77.3848898479592,79.9251488143789
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2006,Years,78.4910027282195,77.1391876997618,79.7451179169416
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2007,Years,78.6562435414353,77.3319967384349,79.9884648849829
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2008,Years,78.7648351297096,77.488245359926,80.089141111289
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2009,Years,79.218799239166,77.9566275452845,80.5783048139413
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2010,Years,78.876181990369,77.5710179977558,80.2183060505085
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2011,Years,79.2436681874157,77.8628197812206,80.6631986047033
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2012,Years,78.7087014230448,77.2276448233048,80.0956286437167
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2013,Years,78.8199512065407,77.3597305288823,80.2193158185851
26,Life expectancy,43944,King County Census Tract 1,3,Both,161,0,2014,Years,78.9519388936774,77.4389204498224,80.3600548047784
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1990,Years,73.5157007928564,71.6394214462256,75.3149830677362
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1991,Years,74.3842910578699,72.6251512371469,76.1099770984579
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1992,Years,73.4786098769262,71.5603748523486,75.1790082523829
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1993,Years,73.4500232226859,71.6285578181318,75.1338399276377
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1994,Years,74.0687872477132,72.4129285835595,75.8084608381795
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1995,Years,74.6449178224215,73.0561829644103,76.2898557767595
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1996,Years,74.5284915660102,72.8208957684907,76.1354112229678
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1997,Years,75.9786696506782,74.4238778213719,77.4146912175844
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1998,Years,75.9905411362009,74.5060831622552,77.4519520770572
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,1999,Years,76.3359231428792,74.8899151715195,77.8661317277119
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2000,Years,76.6469800996154,75.2563571917222,78.1541198818846
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2001,Years,76.6476147491741,75.2219573632658,78.1817655926294
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2002,Years,76.9201020190974,75.3992718998424,78.3914229739801
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2003,Years,77.1156935054672,75.5872538134069,78.6001379204571
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2004,Years,77.7079899476156,76.2879720360592,79.1811783648713
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2005,Years,77.4707112784002,75.9493299043222,78.9314658460998
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2006,Years,77.9186544438817,76.4344488376379,79.4345785877712
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2007,Years,78.3928679479081,76.9021400128701,79.8172530652512
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2008,Years,78.3591290179266,76.6922299490679,79.9242654231696
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2009,Years,78.9568322440361,77.3405761571069,80.5339756458089
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2010,Years,79.2365326278555,77.6217235901597,80.8241207704099
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2011,Years,79.0991381462545,77.5079653587107,80.5944178961742
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2012,Years,79.2449800687095,77.5840273704828,80.843021811827
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2013,Years,79.4691433665268,77.7857551424263,81.1374580688818
26,Life expectancy,43945,King County Census Tract 2,1,Male,161,0,2014,Years,79.6722692985872,77.9592039518076,81.3977052104043
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1990,Years,81.0866283007774,79.2523237990142,82.9580261196392
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1991,Years,81.2455208966158,79.4843190043844,83.0047049420341
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1992,Years,81.6170568395866,79.8693424020555,83.3078464294383
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1993,Years,81.6078481247356,79.923957292856,83.4864437912981
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1994,Years,80.49808102463,78.7474728936177,82.2622195902989
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1995,Years,81.7061273015128,79.9924611290869,83.2633037844088
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1996,Years,81.2199523790638,79.5842640423896,82.8350407242877
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1997,Years,82.1122934934862,80.5609962108292,83.7758005057083
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1998,Years,81.5994126721463,79.9619402003828,83.1677650628471
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,1999,Years,82.1650229351997,80.4113389070844,83.756664913371
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2000,Years,82.3757619737537,80.7372986531096,83.9403890528296
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2001,Years,82.0264055894539,80.4597649711337,83.5814208013149
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2002,Years,81.9185283302471,80.3640275628872,83.4839102618522
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2003,Years,82.2415233034484,80.7017916617769,83.7734826927151
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2004,Years,82.8557553064463,81.2686748178944,84.5268083732941
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2005,Years,83.1862198564047,81.5482978468086,84.7178455450825
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2006,Years,82.5254291207432,80.787373075145,84.2098374699777
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2007,Years,83.1714200756786,81.5476766590277,84.8176618563962
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2008,Years,83.6668084573617,81.9299809252396,85.2126538183999
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2009,Years,82.960233024261,81.1770459107726,84.6973213333193
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2010,Years,83.7966331905375,82.1180608067083,85.341460130357
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2011,Years,83.5366092078997,81.7813744442981,85.1492396985329
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2012,Years,83.4025862062111,81.5950470003833,85.147148917014
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2013,Years,83.9750228643779,82.1051394142043,85.6492396907116
26,Life expectancy,43945,King County Census Tract 2,2,Female,161,0,2014,Years,83.7823332114975,82.0463840614538,85.5655325933883
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1990,Years,77.5352524174426,76.170141970179,78.9110104878453
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1991,Years,78.0433374733267,76.8836317025918,79.3260104315085
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1992,Years,77.7615435238421,76.476055633973,78.9946706633496
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1993,Years,77.7320741231067,76.4577302106942,78.9405843906025
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1994,Years,77.5167748026194,76.2907060818714,78.8033528767895
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1995,Years,78.4060776288837,77.2217988367803,79.5897348502313
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1996,Years,78.1066502679266,76.8759955149262,79.2651599943908
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1997,Years,79.3039437787701,78.1681452905124,80.4838360113434
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1998,Years,79.0438123431814,77.9449135815264,80.1098332570669
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,1999,Years,79.5018904217725,78.3374423084539,80.6011883146193
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2000,Years,79.7442971595358,78.6590558103688,80.8167802008959
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2001,Years,79.5506440938997,78.5033567814376,80.6590964931374
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2002,Years,79.6224692990622,78.5731631212375,80.7477605779641
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2003,Years,79.874872031279,78.7676459970894,80.9815427461628
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2004,Years,80.4691590748541,79.3640359097891,81.5578929043236
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2005,Years,80.5012509543022,79.3292731962936,81.593354081316
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2006,Years,80.3805286480694,79.172138225337,81.5733232117048
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2007,Years,80.9430870676023,79.7710041765035,82.0961823203377
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2008,Years,81.1728690708142,79.841394538246,82.3175688304834
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2009,Years,81.0965428133528,79.7627946918186,82.2676843358404
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2010,Years,81.6667122505005,80.5112477316975,82.7742499164635
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2011,Years,81.458971209519,80.2225025461591,82.6646838997649
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2012,Years,81.4581627639124,80.2952533713918,82.6410373519106
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2013,Years,81.8625273615457,80.6620000898757,83.120403167529
26,Life expectancy,43945,King County Census Tract 2,3,Both,161,0,2014,Years,81.8578240989324,80.6751222712867,83.1707321559126
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1990,Years,73.3536139540986,71.1577290878985,75.5218991267437
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1991,Years,74.1291185769859,71.9665024461138,76.4375754120263
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1992,Years,73.9970521747364,71.7864549574672,76.2261014740583
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1993,Years,73.5276766911798,71.5226893781369,75.7247891380204
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1994,Years,73.9757333559914,72.0063408334943,76.0344750322504
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1995,Years,74.0489736877346,71.9704334092983,76.0879335784827
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1996,Years,74.186643192198,72.3096865712443,76.1389925865678
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1997,Years,75.3127410982146,73.5609025216333,77.1603951565388
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1998,Years,75.2427357519348,73.4739259627505,77.1560006011426
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,1999,Years,75.4853668656959,73.7418398615148,77.337845361535
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2000,Years,75.7502218443755,74.0741791702827,77.6124024483415
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2001,Years,75.7111442252101,73.880613938936,77.4860621249689
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2002,Years,75.913210886444,74.1895647620593,77.6800879964578
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2003,Years,76.155094320329,74.4078939185349,78.0039689937416
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2004,Years,76.4457008266065,74.5724965833381,78.2855739703799
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2005,Years,76.4883952105429,74.6110176762987,78.3697180927522
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2006,Years,76.5315402777439,74.5010892707933,78.5046888322456
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2007,Years,76.9334374727192,74.8704448436598,78.9726803536973
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2008,Years,76.8301194813756,74.9546501735494,78.8156828804524
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2009,Years,77.2700387513553,75.2258219644686,79.3530364834079
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2010,Years,77.3856200992316,75.3327575114098,79.6640002702981
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2011,Years,77.3377643768332,75.2487591630587,79.4490425552094
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2012,Years,77.6232569577571,75.2803080202692,79.9293411977997
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2013,Years,77.5852836344987,75.2788886802418,79.8630744676142
26,Life expectancy,43946,King County Census Tract 3,1,Male,161,0,2014,Years,77.4191330831517,74.9976558648483,79.7877265796244
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1990,Years,79.3504701508966,76.8199724773543,82.0327024445387
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1991,Years,79.6288133839233,77.202712012016,82.1918043303849
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1992,Years,79.5146344165727,76.9573463779458,81.9713777816427
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1993,Years,79.9040706167282,77.411224417802,82.32905484692
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1994,Years,79.5679419487615,77.1746172530766,81.8619729115167
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1995,Years,79.7393984575218,77.4103616125413,82.1154839931682
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1996,Years,79.8097348147381,77.6391237925744,82.0695183208291
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1997,Years,79.9516194032571,77.7051439488957,82.0593635828004
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1998,Years,80.0279924163362,77.7323542500258,82.1387426931575
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,1999,Years,80.0223716691343,77.8743485601195,82.1854368528751
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2000,Years,80.2032431256661,78.1792123188255,82.5376276391016
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2001,Years,80.3181656625082,78.166131687406,82.6298987784634
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2002,Years,80.5697602720531,78.3851406268765,82.8087795969345
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2003,Years,80.7630705559855,78.709716506716,83.0283278853172
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2004,Years,81.2831589603367,79.0962674344989,83.4735640041693
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2005,Years,80.6739893174325,78.4781087894305,83.1166417853158
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2006,Years,81.4512642695611,79.0482934099409,83.8671468532981
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2007,Years,81.3466823789068,79.0315815230459,83.4727000753482
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2008,Years,80.880853983473,78.4045298938758,83.1696470462069
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2009,Years,81.8973436341055,79.6895290873517,83.9646592311456
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2010,Years,81.7437809659809,79.3990096074938,84.0043576211477
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2011,Years,81.7258760622977,79.240109020118,84.1416640828301
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2012,Years,82.1579451091928,79.529750011367,84.5644947041187
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2013,Years,81.7441232184469,79.3244870870705,84.17674797203
26,Life expectancy,43946,King County Census Tract 3,2,Female,161,0,2014,Years,81.3735618050854,79.0019117889212,83.8260409271529
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1990,Years,76.2220341746823,74.5429357097139,77.9037213113399
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1991,Years,76.8283509735911,75.1437406795879,78.4473138451249
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1992,Years,76.7042611743945,75.0311273296936,78.4030009463123
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1993,Years,76.5993428808983,75.0207504624277,78.2016020542672
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1994,Years,76.689285763541,75.16044871975,78.236096853339
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1995,Years,76.8541549954869,75.3222641471308,78.4212967731186
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1996,Years,76.9757281451263,75.5169421514877,78.5481054334452
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1997,Years,77.6340408867913,76.1726760325801,79.1992830315235
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1998,Years,77.5905033621459,76.175998965828,78.9763680529176
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,1999,Years,77.728445313418,76.2635208766447,79.1892663074769
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2000,Years,77.9678181608852,76.5837552396452,79.3643061889088
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2001,Years,78.0040466478855,76.5702075051452,79.4855201361189
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2002,Years,78.2097341131056,76.8142951595292,79.6728282065636
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2003,Years,78.4457675792283,76.9836906704934,79.8578106580135
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2004,Years,78.8563762222369,77.382485837438,80.2470438904072
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2005,Years,78.5849420832852,77.1306447159688,80.1179312853932
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2006,Years,78.9832531592971,77.5379176043581,80.4817922375692
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2007,Years,79.1562776056989,77.645215777011,80.6515796907055
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2008,Years,78.9169030832937,77.4006178001975,80.4604056055881
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2009,Years,79.6156418153766,78.1132164801204,81.1028107068123
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2010,Years,79.6103790777895,78.0073816991901,81.2531516388048
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2011,Years,79.5724282129579,77.9520493453463,81.2891021309758
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2012,Years,79.9314107660483,78.2738996869235,81.549359653679
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2013,Years,79.7053683506895,77.9663869097297,81.4073541549998
26,Life expectancy,43946,King County Census Tract 3,3,Both,161,0,2014,Years,79.4339458653371,77.658164977091,81.0364584966471
26,Life expectancy,43948,King County Census Tract 4.01,1,Male,161,0,1990,Years,72.4694585183911,70.5322947791815,74.5697689949567
26,Life expectancy,43948,King County Census Tract 4.01,1,Male,161,0,1991,Years,72.7861750077523,70.9190371588781,74.6444307440933
26,Life expectancy,43948,King County Census Tract 4.01,1,Male,161,0,1992,Years,72.5402092164218,70.663903373647,74.4362570774547
